line_id,from_bus,to_bus,voltage_kv,length_km,r_ohm_per_km,x_ohm_per_km,max_i_ka,is_submarine,cable_type,is_synthetic,data_source
line_0024,tower_0017,tower_0018,69.0,30.42690713497688,0.15,0.4,0.5,False,overhead,False,osm
line_0025,tower_0017,tower_0018,69.0,30.42690713497688,0.15,0.4,0.5,False,overhead,False,osm
line_0026,tower_0014,tower_0017,69.0,14.942620944717756,0.15,0.4,0.5,False,overhead,False,osm
line_0027,tower_0019,sub_maasin_substation_19,69.0,33.169635727639445,0.15,0.4,0.5,False,overhead,False,osm
line_0028,tower_0019,sub_maasin_substation_19,69.0,33.169635727639445,0.15,0.4,0.5,False,overhead,False,osm
line_0029,tower_0020,tower_0021,60.0,19.586131710320505,0.18,0.42,0.45,False,overhead,False,osm
line_0030,sub_milagro_substation_104,tower_0022,138.0,5.654267843044771,0.08,0.4,0.7,False,overhead,False,osm
line_0031,sub_colon_substation_67,tower_0023,138.0,10.985584161410388,0.08,0.4,0.7,False,overhead,False,osm
line_0032,sub_daanbantayan_cable_terminal_27,sub_compostela_substation_15,230.0,90.74515178510956,0.05,0.4,0.9,False,overhead,False,osm
line_0033,sub_daanbantayan_cable_terminal_27,sub_compostela_substation_15,230.0,90.74515178510956,0.05,0.4,0.9,False,overhead,False,osm
line_0034,sub_daanbantayan_cable_terminal_27,sub_compostela_substation_15,230.0,90.74515178510956,0.05,0.4,0.9,False,overhead,False,osm
line_0035,sub_samboan_substation_101,tower_0023,138.0,92.4519586415681,0.08,0.4,0.7,False,overhead,False,osm
line_0036,sub_samboan_substation_101,tower_0023,138.0,92.4519586415681,0.08,0.4,0.7,False,overhead,False,osm
line_0037,sub_samboan_substation_101,tower_0023,138.0,92.4519586415681,0.08,0.4,0.7,False,overhead,False,osm
line_0038,tower_0016,tower_0024,69.0,16.775660613600163,0.15,0.4,0.5,False,overhead,False,osm
line_0039,tower_0016,tower_0024,69.0,16.775660613600163,0.15,0.4,0.5,False,overhead,False,osm
line_0040,sub_osm_83,sub_magdugo_substation_72,138.0,6.8103731662487705,0.08,0.4,0.7,False,overhead,False,osm
line_0041,sub_national_grid_corporation_of_the_philippines_34,tower_0025,69.0,5.826815274561372,0.15,0.4,0.5,False,overhead,False,osm
line_0042,sub_samboan_substation_101,sub_bio_os_cable_terminal_66,138.0,14.701123791713572,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0043,tower_0023,sub_samboan_substation_101,138.0,90.89720362716322,0.08,0.4,0.7,False,overhead,False,osm
line_0044,tower_0023,sub_samboan_substation_101,138.0,90.89720362716322,0.08,0.4,0.7,False,overhead,False,osm
line_0045,tower_0023,sub_samboan_substation_101,138.0,90.89720362716322,0.08,0.4,0.7,False,overhead,False,osm
line_0046,sub_paranas_substation_47,sub_national_grid_corporation_of_the_philippines_34,138.0,62.63703654515629,0.08,0.4,0.7,False,overhead,False,osm
line_0047,sub_paranas_substation_47,sub_national_grid_corporation_of_the_philippines_34,138.0,62.63703654515629,0.08,0.4,0.7,False,overhead,False,osm
line_0048,tower_0026,sub_quiot_substation_40,138.0,1.0477162327242606,0.08,0.4,0.7,False,overhead,False,osm
line_0049,tower_0027,tower_0028,138.0,24.610788137885994,0.08,0.4,0.7,False,overhead,False,osm
line_0050,tower_0029,tower_0030,138.0,9.703557159530066,0.08,0.4,0.7,False,overhead,False,osm
line_0051,tower_0001,tower_0029,138.0,4.445460324672815,0.08,0.4,0.7,False,overhead,False,osm
line_0057,sub_amlan_substation_33,tower_0034,138.0,20.396767621952133,0.08,0.4,0.7,False,overhead,False,osm
line_0058,sub_amlan_substation_33,tower_0034,138.0,20.396767621952133,0.08,0.4,0.7,False,overhead,False,osm
line_0059,sub_paranas_substation_47,tower_0035,138.0,46.0658535857103,0.08,0.4,0.7,False,overhead,False,osm
line_0060,sub_paranas_substation_47,tower_0035,138.0,46.0658535857103,0.08,0.4,0.7,False,overhead,False,osm
line_0062,sub_cabacungan_cable_terminal_36,tower_0003,350.0,0.5320787122142193,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0063,sub_maasin_substation_19,sub_milagro_substation_104,138.0,113.9632202337291,0.08,0.4,0.7,False,overhead,False,osm
line_0064,sub_maasin_substation_19,sub_milagro_substation_104,138.0,113.9632202337291,0.08,0.4,0.7,False,overhead,False,osm
line_0065,sub_maasin_substation_19,sub_milagro_substation_104,138.0,113.9632202337291,0.08,0.4,0.7,False,overhead,False,osm
line_0066,sub_maasin_substation_19,sub_milagro_substation_104,138.0,113.9632202337291,0.08,0.4,0.7,False,overhead,False,osm
line_0067,sub_maasin_substation_19,sub_milagro_substation_104,138.0,113.9632202337291,0.08,0.4,0.7,False,overhead,False,osm
line_0068,tower_0037,sub_osm_13,138.0,3.2568698698586296,0.08,0.4,0.7,False,overhead,False,osm
line_0069,sub_osm_13,tower_0038,138.0,2.432105435815183,0.08,0.4,0.7,False,overhead,False,osm
line_0072,sub_babatngon_substation_20,tower_0035,138.0,10.989232092092909,0.08,0.4,0.7,False,overhead,False,osm
line_0073,sub_ubay_substation_54,sub_tugas_terminal_submerged_ngcp_lines_58,138.0,18.69232406727085,0.08,0.4,0.7,False,overhead,False,osm
line_0074,sub_osm_55,tower_0040,230.0,2.9486244069180314,0.05,0.4,0.9,False,overhead,False,osm
line_0075,tower_0041,tower_0042,138.0,1.869614523508871,0.08,0.4,0.7,False,overhead,False,osm
line_0076,tower_0012,tower_0041,138.0,1.0360940430050007,0.08,0.4,0.7,False,overhead,False,osm
line_0077,tower_0043,tower_0011,230.0,0.4458867783720348,0.05,0.4,0.9,False,overhead,False,osm
line_0080,sub_osm_55,sub_milagro_substation_104,230.0,5.704288381304957,0.05,0.4,0.9,False,overhead,False,osm
line_0081,tower_0045,sub_osm_55,230.0,4.393547089469935,0.05,0.4,0.9,False,overhead,False,osm
line_0082,sub_maasin_terminal_submerged_lines_59,sub_tugas_terminal_submerged_ngcp_lines_58,138.0,15.788339315723322,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0083,sub_maasin_terminal_submerged_lines_59,sub_tugas_terminal_submerged_ngcp_lines_58,138.0,15.788339315723322,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0084,sub_ubay_substation_54,sub_corella_substation_boheco_i_18,138.0,92.3998792520304,0.08,0.4,0.7,False,overhead,False,osm
line_0085,sub_ubay_substation_54,sub_corella_substation_boheco_i_18,138.0,92.3998792520304,0.08,0.4,0.7,False,overhead,False,osm
line_0086,sub_ubay_substation_54,sub_corella_substation_boheco_i_18,138.0,92.3998792520304,0.08,0.4,0.7,False,overhead,False,osm
line_0087,tower_0046,sub_osm_4,138.0,42.1767643314659,0.08,0.4,0.7,False,overhead,False,osm
line_0088,tower_0047,sub_trinidad_substation_73,69.0,18.09673569674986,0.15,0.4,0.5,False,overhead,False,osm
line_0089,sub_colon_substation_67,sub_mandugo_substation_62,138.0,25.789145962456963,0.08,0.4,0.7,False,overhead,False,osm
line_0090,sub_colon_substation_67,sub_mandugo_substation_62,138.0,25.789145962456963,0.08,0.4,0.7,False,overhead,False,osm
line_0091,sub_milagro_substation_104,sub_babatngon_substation_20,138.0,80.9572930819928,0.08,0.4,0.7,False,overhead,False,osm
line_0092,sub_milagro_substation_104,sub_babatngon_substation_20,138.0,80.9572930819928,0.08,0.4,0.7,False,overhead,False,osm
line_0093,sub_milagro_substation_104,sub_babatngon_substation_20,138.0,80.9572930819928,0.08,0.4,0.7,False,overhead,False,osm
line_0094,sub_colon_substation_67,sub_cebu_city_substation_14,138.0,27.132825841444788,0.08,0.4,0.7,False,overhead,False,osm
line_0095,sub_colon_substation_67,sub_cebu_city_substation_14,138.0,27.132825841444788,0.08,0.4,0.7,False,overhead,False,osm
line_0096,sub_colon_substation_67,sub_cebu_city_substation_14,138.0,27.132825841444788,0.08,0.4,0.7,False,overhead,False,osm
line_0097,tower_0041,tower_0012,138.0,1.036840644379042,0.08,0.4,0.7,False,overhead,False,osm
line_0098,sub_daanbantayan_cable_terminal_27,sub_tabango_substation_57,230.0,30.93698863347786,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0099,sub_daanbantayan_cable_terminal_27,sub_tabango_substation_57,230.0,30.93698863347786,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0100,tower_0048,tower_0049,138.0,20.71081925052806,0.08,0.4,0.7,False,overhead,False,osm
line_0101,sub_osm_83,sub_mandugo_substation_62,138.0,4.6756852019407456,0.08,0.4,0.7,False,overhead,False,osm
line_0102,tower_0050,sub_san_jose_substation_116,69.0,8.434407098314434,0.15,0.4,0.5,False,overhead,False,osm
line_0103,tower_0050,sub_san_jose_substation_116,69.0,8.434407098314434,0.15,0.4,0.5,False,overhead,False,osm
line_0104,sub_cebu_city_substation_14,sub_mandaue_gas_insulated_substation_64,138.0,6.9505521235565775,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0105,sub_cebu_city_substation_14,sub_mandaue_gas_insulated_substation_64,138.0,6.9505521235565775,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0106,sub_mandaue_gas_insulated_substation_64,sub_lapu_lapu_gas_insulated_substation_63,138.0,0.9246877017966256,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0107,sub_samboan_substation_101,sub_bio_os_cable_terminal_66,138.0,14.766451610922545,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0108,sub_amlan_substation_33,tower_0051,138.0,23.58209980781565,0.08,0.4,0.7,False,overhead,False,osm
line_0109,sub_amlan_substation_33,tower_0051,138.0,23.58209980781565,0.08,0.4,0.7,False,overhead,False,osm
line_0110,tower_0052,sub_colon_substation_67,138.0,7.36052811842616,0.08,0.4,0.7,False,overhead,False,osm
line_0111,sub_toledo_substation_69,sub_mandugo_substation_62,138.0,9.359999424741282,0.08,0.4,0.7,False,overhead,False,osm
line_0112,tower_0053,sub_toledo_substation_69,138.0,11.408479750814497,0.08,0.4,0.7,False,overhead,False,osm
line_0113,sub_maasin_substation_19,tower_0054,69.0,0.8495061291922704,0.15,0.4,0.5,False,overhead,False,osm
line_0114,sub_maasin_substation_19,sub_maasin_terminal_submerged_lines_59,138.0,2.2624006744104785,0.08,0.4,0.7,False,overhead,False,osm
line_0115,tower_0055,sub_alicia_substation_71,69.0,21.60162437644335,0.15,0.4,0.5,False,overhead,False,osm
line_0116,sub_ubay_substation_54,tower_0047,69.0,2.9472960682018616,0.15,0.4,0.5,False,overhead,False,osm
line_0117,sub_ubay_substation_54,tower_0055,69.0,0.9853556293526556,0.15,0.4,0.5,False,overhead,False,osm
line_0118,sub_alicia_substation_71,tower_0056,69.0,2.093652849771179,0.15,0.4,0.5,False,overhead,False,osm
line_0119,sub_alicia_substation_71,tower_0056,69.0,2.093652849771179,0.15,0.4,0.5,False,overhead,False,osm
line_0120,sub_corella_substation_boheco_i_18,tower_0057,60.0,1.553920381726831,0.18,0.42,0.45,False,overhead,False,osm
line_0121,tower_0043,tower_0011,230.0,0.4458134118431064,0.05,0.4,0.9,False,overhead,False,osm
line_0122,sub_osm_55,tower_0043,230.0,4.281834983707222,0.05,0.4,0.9,False,overhead,False,osm
line_0123,tower_0058,tower_0059,230.0,13.091653567147382,0.05,0.4,0.9,False,overhead,False,osm
line_0124,tower_0060,sub_magdugo_substation_72,230.0,8.502209216441633,0.05,0.4,0.9,False,overhead,False,osm
line_0125,tower_0060,sub_magdugo_substation_72,230.0,8.502209216441633,0.05,0.4,0.9,False,overhead,False,osm
line_0127,tower_0062,tower_0063,138.0,1.4811124003518603,0.08,0.4,0.7,False,overhead,False,osm
line_0128,sub_santander_cable_terminal_82,sub_dumanjug_converter_station_100,350.0,72.58492623904468,0.04,0.3,1.2,False,overhead,False,osm
line_0129,sub_santander_cable_terminal_82,sub_dumanjug_converter_station_100,350.0,72.58492623904468,0.04,0.3,1.2,False,overhead,False,osm
line_0130,sub_santander_cable_terminal_82,sub_dumanjug_converter_station_100,350.0,72.58492623904468,0.04,0.3,1.2,False,overhead,False,osm
line_0131,sub_santander_cable_terminal_82,sub_dumanjug_converter_station_100,350.0,72.58492623904468,0.04,0.3,1.2,False,overhead,False,osm
line_0132,sub_santander_cable_terminal_82,sub_dumanjug_converter_station_100,350.0,72.58492623904468,0.04,0.3,1.2,False,overhead,False,osm
line_0133,sub_milagro_substation_104,sub_cabacungan_cable_terminal_36,350.0,257.91814733701193,0.04,0.3,1.2,False,overhead,False,osm
line_0134,sub_milagro_substation_104,sub_cabacungan_cable_terminal_36,350.0,257.91814733701193,0.04,0.3,1.2,False,overhead,False,osm
line_0135,sub_milagro_substation_104,sub_cabacungan_cable_terminal_36,350.0,257.91814733701193,0.04,0.3,1.2,False,overhead,False,osm
line_0136,sub_milagro_substation_104,sub_cabacungan_cable_terminal_36,350.0,257.91814733701193,0.04,0.3,1.2,False,overhead,False,osm
line_0137,sub_milagro_substation_104,sub_cabacungan_cable_terminal_36,350.0,257.91814733701193,0.04,0.3,1.2,False,overhead,False,osm
line_0138,sub_milagro_substation_104,sub_cabacungan_cable_terminal_36,350.0,257.91814733701193,0.04,0.3,1.2,False,overhead,False,osm
line_0139,sub_milagro_substation_104,sub_cabacungan_cable_terminal_36,350.0,257.91814733701193,0.04,0.3,1.2,False,overhead,False,osm
line_0140,tower_0021,tower_0064,60.0,2.0435565129678697,0.18,0.42,0.45,False,overhead,False,osm
line_0141,tower_0065,tower_0019,60.0,4.379384530010664,0.18,0.42,0.45,False,overhead,False,osm
line_0142,sub_babatngon_substation_20,sub_milagro_substation_104,138.0,78.0271139917513,0.08,0.4,0.7,False,overhead,False,osm
line_0143,sub_babatngon_substation_20,sub_milagro_substation_104,138.0,78.0271139917513,0.08,0.4,0.7,False,overhead,False,osm
line_0144,sub_babatngon_substation_20,sub_milagro_substation_104,138.0,78.0271139917513,0.08,0.4,0.7,False,overhead,False,osm
line_0149,sub_argao_cable_terminal_117,sub_bohol_cable_terminal_89,230.0,25.922516012788027,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0150,tower_0069,tower_0058,230.0,26.83669337975291,0.05,0.4,0.9,False,overhead,False,osm
line_0151,tower_0069,tower_0058,230.0,26.83669337975291,0.05,0.4,0.9,False,overhead,False,osm
line_0152,tower_0070,sub_cebu_city_substation_14,230.0,2.5649631368319614,0.05,0.4,0.9,False,overhead,False,osm
line_0153,tower_0071,sub_colon_substation_86,69.0,0.4723439971824574,0.15,0.4,0.5,False,overhead,False,osm
line_0154,sub_colon_substation_86,sub_carreta_substation_70,69.0,3.3858119168063325,0.15,0.4,0.5,False,overhead,False,osm
line_0155,sub_mabolo_substation_74,sub_carreta_substation_70,69.0,1.9285883217451043,0.15,0.4,0.5,False,overhead,False,osm
line_0156,sub_colon_substation_86,sub_guadalupe_substation_92,69.0,2.394919951254533,0.15,0.4,0.5,False,overhead,False,osm
line_0157,tower_0072,sub_camputhaw_substation_32,69.0,1.675494196698922,0.15,0.4,0.5,False,overhead,False,osm
line_0158,sub_cbp_substation_91,sub_camputhaw_substation_32,69.0,1.1327099418050337,0.15,0.4,0.5,False,overhead,False,osm
line_0159,sub_quiot_substation_40,tower_0073,69.0,2.035228889252167,0.15,0.4,0.5,False,overhead,False,osm
line_0160,tower_0073,tower_0072,69.0,3.786112871513876,0.15,0.4,0.5,False,overhead,False,osm
line_0161,tower_0073,tower_0072,69.0,3.786112871513876,0.15,0.4,0.5,False,overhead,False,osm
line_0162,sub_guadalupe_substation_92,tower_0072,69.0,1.0793922678491108,0.15,0.4,0.5,False,overhead,False,osm
line_0163,sub_quiot_substation_40,tower_0074,69.0,0.8840705699980312,0.15,0.4,0.5,False,overhead,False,osm
line_0164,tower_0071,sub_colon_substation_86,69.0,0.2693466154660595,0.15,0.4,0.5,False,overhead,False,osm
line_0165,tower_0075,tower_0071,69.0,2.3033891100693857,0.15,0.4,0.5,False,overhead,False,osm
line_0166,tower_0075,tower_0071,69.0,2.3033891100693857,0.15,0.4,0.5,False,overhead,False,osm
line_0167,sub_quiot_substation_40,tower_0075,69.0,2.0983816013472896,0.15,0.4,0.5,False,overhead,False,osm
line_0168,tower_0074,sub_colon_substation_86,69.0,4.6898752327788715,0.15,0.4,0.5,False,overhead,False,osm
line_0169,tower_0074,sub_colon_substation_86,69.0,4.6898752327788715,0.15,0.4,0.5,False,overhead,False,osm
line_0170,sub_bulacao_substation_93,tower_0074,69.0,1.2877201567132968,0.15,0.4,0.5,False,overhead,False,osm
line_0171,tower_0073,tower_0075,69.0,0.7021224712626634,0.15,0.4,0.5,False,overhead,False,osm
line_0174,sub_magdugo_substation_72,sub_cebeco_iii_8,138.0,7.05807872259703,0.08,0.4,0.7,False,overhead,False,osm
line_0175,sub_magdugo_substation_72,sub_cebeco_iii_8,138.0,7.05807872259703,0.08,0.4,0.7,False,overhead,False,osm
line_0176,sub_cadiz_substation_56,tower_0078,69.0,2.7769932294551167,0.15,0.4,0.5,False,overhead,False,osm
line_0177,tower_0078,tower_0079,69.0,10.583406567518471,0.15,0.4,0.5,False,overhead,False,osm
line_0178,sub_cadiz_substation_56,tower_0080,69.0,0.492036445163364,0.15,0.4,0.5,False,overhead,False,osm
line_0179,sub_cadiz_substation_96,tower_0080,69.0,4.48564148366865,0.15,0.4,0.5,False,overhead,False,osm
line_0180,sub_osm_80,sub_cadiz_substation_56,138.0,1.4993671559244377,0.08,0.4,0.7,False,overhead,False,osm
line_0181,tower_0081,sub_cadiz_substation_56,230.0,4.3828703287194015,0.05,0.4,0.9,False,overhead,False,osm
line_0182,sub_ginatilan_substation_102,sub_samboan_substation_101,69.0,1.9078879129295512,0.15,0.4,0.5,False,overhead,False,osm
line_0183,sub_bio_os_cable_terminal_66,sub_amlan_substation_33,138.0,3.085851404289469,0.08,0.4,0.7,False,overhead,False,osm
line_0184,sub_bio_os_cable_terminal_66,sub_amlan_substation_33,138.0,2.9975119137283617,0.08,0.4,0.7,False,overhead,False,osm
line_0185,sub_amlan_substation_33,tower_0049,138.0,25.25306157865825,0.08,0.4,0.7,False,overhead,False,osm
line_0186,tower_0082,tower_0083,138.0,0.3757253024282755,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0187,tower_0084,tower_0085,138.0,0.290562476104613,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0188,tower_0086,tower_0087,138.0,0.413644261054214,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0189,tower_0088,tower_0089,138.0,0.1522548525956396,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0190,tower_0086,tower_0090,138.0,0.4871794696276618,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0191,tower_0091,tower_0090,138.0,0.3300755794941776,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0192,tower_0092,tower_0091,138.0,1.2486389908724038,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0193,tower_0093,tower_0094,138.0,1.077225178994163,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0194,tower_0070,tower_0095,230.0,27.142502886455155,0.05,0.4,0.9,False,overhead,False,osm
line_0195,tower_0070,tower_0095,230.0,27.142502886455155,0.05,0.4,0.9,False,overhead,False,osm
line_0196,sub_magdugo_substation_72,tower_0097,138.0,3.117512640379695,0.08,0.4,0.7,False,overhead,False,osm
line_0197,sub_magdugo_substation_72,tower_0097,138.0,3.0979804333847243,0.08,0.4,0.7,False,overhead,False,osm
line_0198,sub_magdugo_substation_72,tower_0095,230.0,3.6848637130822826,0.05,0.4,0.9,False,overhead,False,osm
line_0199,tower_0095,tower_0098,138.0,0.1327237433311239,0.08,0.4,0.7,False,overhead,False,osm
line_0200,tower_0095,tower_0098,138.0,0.1333680212719133,0.08,0.4,0.7,False,overhead,False,osm
line_0201,sub_magdugo_substation_72,sub_dumanjug_converter_station_100,230.0,51.050709798271335,0.05,0.4,0.9,False,overhead,False,osm
line_0202,sub_magdugo_substation_72,sub_dumanjug_converter_station_100,230.0,51.050709798271335,0.05,0.4,0.9,False,overhead,False,osm
line_0203,sub_magdugo_substation_72,sub_talvera_cable_terminal_10,230.0,7.61216734292214,0.05,0.4,0.9,False,overhead,False,osm
line_0204,sub_talvera_cable_terminal_10,sub_calatrava_cable_terminal_112,230.0,26.14777877698712,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0205,sub_calatrava_cable_terminal_112,sub_calatrava_substation_113,230.0,1.048910616399063,0.05,0.4,0.9,False,overhead,False,osm
line_0206,sub_calatrava_substation_113,tower_0081,230.0,48.09558364024517,0.05,0.4,0.9,False,overhead,False,osm
line_0207,sub_calatrava_substation_113,tower_0081,230.0,48.09558364024517,0.05,0.4,0.9,False,overhead,False,osm
line_0208,sub_calatrava_substation_113,tower_0081,230.0,48.09558364024517,0.05,0.4,0.9,False,overhead,False,osm
line_0209,sub_calatrava_substation_113,sub_san_jose_substation_116,138.0,5.593138384141589,0.08,0.4,0.7,False,overhead,False,osm
line_0210,sub_calatrava_substation_113,sub_san_jose_substation_116,138.0,5.593138384141589,0.08,0.4,0.7,False,overhead,False,osm
line_0211,sub_babatngon_substation_20,tower_0005,69.0,6.113817966193526,0.15,0.4,0.5,False,overhead,False,osm
line_0212,tower_0099,tower_0100,138.0,0.3634112138619282,0.0754,0.121,0.645,True,submarine_xlpe,False,osm
line_0213,sub_bohol_cable_terminal_89,sub_corella_substation_boheco_i_18,230.0,18.200600175023496,0.05,0.4,0.9,False,overhead,False,osm
line_0214,sub_bohol_cable_terminal_89,sub_corella_substation_boheco_i_18,230.0,18.200600175023496,0.05,0.4,0.9,False,overhead,False,osm
line_0215,sub_argao_cable_terminal_117,sub_dumanjug_converter_station_100,230.0,26.78811001237479,0.05,0.4,0.9,False,overhead,False,osm
line_0216,sub_argao_cable_terminal_117,sub_dumanjug_converter_station_100,230.0,26.78811001237479,0.05,0.4,0.9,False,overhead,False,osm
line_synth_00024,sub_synth_antique,sub_synth_antique_F0_B0,13.8,2.818666637200988,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00025,sub_synth_antique_F0_B0,sub_synth_antique_F0_B1,13.8,4.471628892008072,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00026,sub_synth_antique_F0_B1,sub_synth_antique_F0_B2,13.8,2.5169724144685377,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00027,sub_synth_antique_F0_B2,sub_synth_antique_F0_B3,13.8,7.984737152139744,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00028,sub_synth_antique_F0_B3,sub_synth_antique_F0_B4,13.8,7.369509623173301,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00029,sub_synth_antique_F0_B4,sub_synth_antique_F0_B5,13.8,1.0648657972134778,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00030,sub_synth_antique,sub_synth_antique_F1_B0,13.8,2.778566321713526,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00031,sub_synth_antique_F1_B0,sub_synth_antique_F1_B1,13.8,1.252021779113443,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00032,sub_synth_antique_F1_B1,sub_synth_antique_F1_B2,13.8,2.472359837025848,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00033,sub_synth_antique_F1_B2,sub_synth_antique_F1_B3,13.8,3.7991403611845938,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00034,sub_synth_antique_F1_B3,sub_synth_antique_F1_B4,13.8,1.3051361447611751,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00035,sub_synth_antique_F1_B4,sub_synth_antique_F1_B5,13.8,4.601891780061593,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00036,sub_synth_antique,sub_synth_antique_F2_B0,13.8,3.0587885746416337,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00037,sub_synth_antique_F2_B0,sub_synth_antique_F2_B1,13.8,0.6714049299253732,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00038,sub_synth_antique_F2_B1,sub_synth_antique_F2_B2,13.8,1.2559687362535643,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00039,sub_synth_antique_F2_B2,sub_synth_antique_F2_B3,13.8,5.473260622560321,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00040,sub_synth_antique_F2_B3,sub_synth_antique_F2_B4,13.8,9.734356671488104,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00041,sub_synth_antique_F2_B4,sub_synth_antique_F2_B5,13.8,11.293919191466513,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00042,sub_synth_antique,sub_synth_antique_F3_B0,13.8,1.955132034431437,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00043,sub_synth_antique_F3_B0,sub_synth_antique_F3_B1,13.8,3.2455313109905615,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00044,sub_synth_antique_F3_B1,sub_synth_antique_F3_B2,13.8,2.348939493766608,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00045,sub_synth_antique_F3_B2,sub_synth_antique_F3_B3,13.8,5.709463100941307,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00046,sub_synth_antique_F3_B3,sub_synth_antique_F3_B4,13.8,9.390740187081065,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00047,sub_synth_antique_F3_B4,sub_synth_antique_F3_B5,13.8,3.007979681304359,0.4,0.4,0.3,False,overhead,True,synthetic
line_synth_00048,sub_osm_61,sub_osm_61_F0_B0,13.8,2.8505884944295823,0.4,0.4,0.3,False,overhead,True,synthetic
